transcription,transcription_length
"네, 네, 네. 궁금하신 거 물어보세요. 원래 다른 데 알아보니까 기업용 계좌를 쓴다는데 왜 저희는 개인 계좌를 쓰는 거죠? 그거를 다 소화를 할 수가 없어요. 우리도 그걸 안 쓰는 건 아니에요. 쓰고 있어요. 근데 그거는 이제 그거를 처리하시는 분들이 따로 있고 저희는 이제 수익 극대화를 시키려고 거기에 추가적으로 더 한다고 보시면 돼요. 아, 추가적으로요? 네, 기존에 저희가 이제 좀 네 이게 나중에 법적으로는 저희가 안걸리는 건가요? 네. 그렇죠 저희는 본인 명의 계좌 아닌 이상은 가끔 이렇게 얘기하시는 분들이 있어요 어머님 거나 친지 거를 하면 안 되냐고 저희는 그쪽에다가 돈을 어쨌든 담아드리는 거잖아요 저희 회사의 거래 자금을 담아드리는 건데 예를 들어서 네. 네 맞아요 약간 편법적인거죠 편법적인 부분이 있는건데 어떤 제재를 할 수 없는 그런거에요 음 이거는 명백히 말씀드리지만 불법 아닙니다 정상적인 화폐거래에요 네 그리고 또 아까 비자 하려고 했는데 연락이 안되가지고 네네 어차피 비자는 오전안에 신청 들어가야 돼요 그날 들어가려면 그래서 오늘 하려고 했었는데 오전에만 된다고요? 아마 10시 11시까지는 가셔야만 아마 그 날 신청이 들어갈 수 있을 거예요 그럼 마중은 누가 나와 있는 건가요? 마중은 저희 쪽 직원이 나갈 거예요 저를 데리고 사부실 쪽으로 들어가는 거고요? 네 어찌됐든 여기 오셨는데 아무도 없는데 혼자서 택시 타고 올 수는 없잖아요 중국말도 못하시는데 일단 알겠습니다. 그러면 제가 내일 다시 오전 중으로 연락 드릴게요. 비자가 30일짜리가 있고 90일짜리가 있더라고요. 네 알겠습니다.",799
그러면 제가 재단이나 기금에 가서 뭐라고 얘기를 해야 되나요? 고객님 이제 다시 연락하셔서 보증비 납부하시고 보증서는 이제 저희쪽으로 받으시면 되거든요. 음 그래요 그러면 그렇게 해주세요 제가 직접 가는 것보다는 나은가요? 고객님 직접 네 안가셔도 돼요 어차피 제가 직접 요청을 이렇게 들어가면요 네 저희쪽에서 이제 다 받아드리는 거기 때문에 고객님은 그냥 네 그쪽에 연락하셔서 보증비만 납부하시면 되는데 일단은 그러면 저희가 공문 한번 보내드릴까요? 본서를 발급 가능하다고 해야 대출을 진행할 수 있는데 만약에 본서 발급이 안된다면 저희도 다른 기관을 알아봐야 되니까요. 저희가 그러면 서울시형보증기금 쪽으로 공문 보내서요 사인 떨어지면 고객님한테 전화드리겠습니다. 예 알겠습니다.,382
안녕하세요 문자로 바로 안내해 드릴테니까 보내주시고 연락 한번만 주시겠어요 고객님 알겠습니다 연락 주신 다음에 2번으로 연락 주신 다음에 서울동호 대리 찾아주시면 바로 연결해 주시거든요 알겠습니다 바로 연락주세요,118
"그런 것들 제가 알 수 있는 방법은 없을까요? 일단은 설명을 먼저 다시 드릴게요. 저희가 이렇게 하는 방법 왜 이렇게 하는지를 말씀을 먼저 드릴게요. 설명은 들었을 거예요. 저희 환전소 계좌가 몇 개가 있어요. 이 계좌가 21억이 초과되면 안 돼요. 1년에. 그리고 한 달 평균 3천만 원이나 지속적으로 찍힌다거나 세금 엄청 많이 받거든요. 저희는. 이거는 개인 통장도 마찬가지예요. 예전 같은 경우는 저희가 부모님 거나 사촌 거, 동네 거 이렇게 막 썼어요. 잠시만요. 많이 빌렸었는데 아시는지 모르겠는데 이게 한 6개월, 한 1년 정도 전이죠. 전부터 유년에서 통장을 발급을 안 해줘요. 통장을 발급을 하려면 정당한 사유가 있어야 돼요. 직장 의료문을 갖고 가야 된다거나 아니면 세금 용지를 갖고 가야 된다거나 이런 어떤 게 있어야 되거든요. 네. 한 달에 쉽게 얘기해서 1년에 21억이면 한 달에 1억을 보시면 되잖아요. 그래서 한 달에 보통 1억을 넘지 않게 웬만하면 해요. 그리고 아까 외환관리법 유관 말씀하신 것 같은데 외환관리법 유관은 저희한테 환전하시러 오는 분들이 신고를 해야 되는 거예요. 신고한다고는 아니면 통장에 너무 많은 거래가 있어서 들켰어요. 은행이나 금감원에서 이거 뭡니까? 라고 얘기했을 때 거기에 대한 소명자료를 내밀지 못할 때 우리는 외국에 있잖아요. 다 나오는 거니까 이거 그쪽에서 산전한 거 아니냐고. 그럼 빼도 박지도 못하게 말을 해야 되는 거거든요. 예전에 외환관리법 위험 걸려가지고 벌금을 냈던 적도 있어요. 처음에 할 때 아무것도 몰랐을 때. 그런데 지인 같은 경우는 크게 걱정 안 하셔도 돼요. 왜냐하면 노하우라든지 이런 것들은 저희가 다 가지고 일단 일을 하는 거거든요. 그래서 만약에 내일부터 정말 확인하고 싶으시면 저희 고객하고 통화도 가능하세요. 고객이 원치는 않을 거예요. 그런데 너무 불안하시려 하시면 이 나라 현지 번호로 저희가 전화를 드리라고 요청을 해드리면 전화를 해드릴 수 있거든요. 그런 거 걱정 안 하셔도 되세요. 그런데 제가 경찰서 들어가고 이런 일은 없나요? 절대 없어요. 절대 없어요. 그리고 막말로 사장님이 어떻게 제가 잡코리아 통해서 전화 받았다고 하는데 막말로 제가 이거를 입금 받고서 안 드리면 어떻게 되는 거예요? 네. 여기 완전히 어떤 우리나라 지역사회 어느 동보다 더 똘똘한 음식이 이 나라예요. 그래서 만약에 그런 사고권이 터지면 불이익을 물론 우리도 먹겠죠. 우리도 쉽게 얘기해서 남의 통장을 빌려서 입금한다거나 이런 거니까 전자금융거리법 이 동안으로 저희는 벌금을 80만 원 내면 돼요. 1년 동안 못하고요. 그 통장만 못하는 게 아니라 전 은행 거래를 아예 못해요. 통장 만들지도 못해요. 거래는 할 수 있는데 6개월 이후에 대면 거래라고 있어요. 은행에서 창구에서만 얼굴 마주보고 거래할 수 있는 거죠. 그거는 가능해요. 제가 처음에 이런 말씀을 안 드린 거는 누군가를 협박하려고 해서 말씀을 안 드린 게 아니라 굳이 내가 이걸 말할 필요는 없는 거잖아요. 그렇죠. 겁주는 것밖에 안 되잖아요. 이게. 너 이렇게 하면 나 이렇게 할 거야 라는 말밖에 안 되는 거잖아요. 그래서 그런 말씀은 굳이 서류 득이 없기 때문에 제가 말씀 안 한 거거든요. 이거는 만약에 잘못되면 물론 저희도 피해를 보지만 본인이 이거에 대해서 그냥 함구하시면 아무 일은 없는 거예요. 그래서 처음에도 말씀드렸듯이 한 통장에서 저희가 3천만 원 이상 거래 안 할 거고 이런 부분 설명을 드렸잖아요. 그래서 그런 걱정은 안 하셔도 돼요. 네 인상차게 어떻게 돼요? 회색김팔티 입고있다 회색김팔티 회색김팔티요? 네 저기 혹시 백같은거 메고계신 분인가? 전화드릴게요",1807
여보세요? 네. 3번에 나눠서 차량가격을 제가 입금을 해드립니다. 처음에는 2000만원 전후해서 계약금을 입금을 해드릴겁니다. 계약금을 입금을 해드리면은 어차피 OX님 명의로 해서 차량을 구매하는 거니까 OX님이 출금을 하셔서 영업사원한테 전달을 해주시면 돼요. 그럼 마지막에 잔금 6천만원 마무리 잔금이 들어가지 않습니까? 영업사원하고 잔금 들어갈 때는 같이 기하 대리점을 가주셔야 돼요. 그래서 거기서 차량 구매 계약서 원조금을 상세히 읽어보시고 사인하시고 거기서 600만원을 저희 영업사원한테 대리점에서는 수령을 못하세요. 대리점 안에서는. 대리점 직원들이 명의 빌려가지고 그런 생각을 하니까 저희가 계약 사인하기 전에 영업사원이 네. 네. 네. 11시부터 3시나 4시까지 시간 비울 수 있는 날 일정 잡으시면 저희랑 일정 맞춰서 저희 영업 직원이 부산으로 방문을 하는 겁니다. 4월 9일날 가능한지 그러면은 전화번호 카톡 저기 하세요 왜냐면요 출금을 하시면은 1차 출금을 계약금을 출금을 해서 저희 영업산을 건너줄거 아닙니까? 그러면은 그 통장의 입출금 내역을 카톡 캡처를 보내주시면은 요거 저희가 대표님한테 계약금 처리가 완료됐습니다. 그러면 대표님이 중도금을 보내드리고 잔금을 보내드릴 때 그 수수료 600만원까지 같이 보내기 때문에 메신저가 있어야 됩니다. 그러면 카톡 깔고 제가 한 15분이나 20분 이따 전화 드릴게요. 일단은 4월 9일쯤 가능하시다는 얘기죠? 일단 9일로 가상 예약 잡아놓고요. 제가 다시 한번 통화를 하시죠.,752
어디 저축은행이 나오셨죠? 삼성저축은행이요. 이해가 안가시면 제가 다시 한번 설명을 드릴게요. 인지세 같은 경우에는 고객님께서 94만원의 자금 자체를 사회적으로 보내주셔야 대출권이 나가시는 게 아니시고요. 대출 자금에 대해서 94만원이 제외되고 나가시는 게 아니에요. 쉽게 말해서 이 94만원의 자금 자체를 자체를 고객님 돈으로 처리를 하는 게 아니라 저희 금융업체 저희 삼성저축은행 회사 자금을 해드렸다가 대출금이 나가시면 다시 삼성저축은행 94만원을 다시 저희 쪽 회사 쪽으로 돌려왔는 금액입니다. 근데 이거는 명의 자체가 고객님 명의로 신고했기 때문에 고객님,315
"그러니까 IBK 기업은행 아세요 고객님? 저희가 주차자리가 따로 없어서요. IBK 기업은행 뒷건물로 오시면 주차자리가 따로 있어요 고객님. 그쪽으로 오시면 되고요. 그러니까 네비 찍고 오실 거죠. 오로라, 거기 바로 맞은편에 오로라 월드빌딩이라고 있거든요. 영업 2팀입니다. 영업 2팀의 대출관리삼당사 최대건대리라고 하고요. 1층에서 고객님, 1층으로 오시잖아요. 저희가 고객님 4층에 저희 영업팀인데요. 4층까지 고객님께서 저희가 금액을 왔다 갔다 하는 회사이기 때문에 고객님 직접 올라오실 수는 없어요. 고객님. 1층에서 고객님 저희 경비 직원이 있으시잖아요. 거기서 영업 2팀에 최대건 대리 자리로 연결 좀 해달라고 하시면 그쪽에서 경비실에서 저한테 연결해 주실 거예요. 그러면 저희가 접견실이 있으니까 몇 시 방문 예정을 해주시면 제가 지금 그것까지 다 예약을 잡아놓을게요. 몇 시 정도에 방문 가능하세요? 고객님. 오늘은 방문 안 하시는 거죠? 고객님 지금 계시는 곳 제가 계약서 들고 갈까요? 제가 지금 계시는 곳을 계약서 들고 갈까요? 고객님 대출금 3분 안에 나가시니까 3분 안에 받아보시고 그 다음에 제가 지금 바로 갈까요? 고객님 안 그러시면 제 개인 휴대폰 번호 말씀하세요? 고객님 제 개인 휴대폰 번호까지 알려드려야 되나요? 그러시면 고객님 제가 고객님이랑 개인적으로 금정적 거래에 있다고 오해받을 수도 있는데 괜찮으시겠어요? 제 휴대폰 번호까지요? 잠시만요. 한번 여쭤볼게요. 휴대폰 번호 안내해도 괜찮으세요? 잠시만요. 그럼 고객님 그러시면 휴대폰 번호는요. 지금 어차피 3분 내로 고객님 자금이 나가실 거잖아요. 자금 나가시고 나서 제가 지금 고객님 알려드려도 괜찮을까요? 왜냐하면 그게 나을 것 같아요. 왜냐하면 제가 지금 자금 나가시기 전에 고객님한테 핸드폰 번호를 개인 휴대폰 번호를 안내해드리고 제가 밖에서 영업하는 사람이 아니에요. 고객님도 아시겠지만. 그러신데 고객님이랑 저랑 단돈 만원짜리 한 장이 오고 가도 안 되는 거거든요. 지금 자금이 나가신 다음에 고객님께서 전화를 주시면 고객님께서 저한테 말씀을 주시면 제가 그때 핸드폰으로 알려드려도 괜찮나요? 그건 괜찮으시겠죠. 그러면 고객님 방문을 오늘 자금을 받으시더라도 사과는 뒤에 문제고요. 오늘 자금을 받으시더라도 제가 고객님 쪽으로 방문을 하든 고객님 저한테 오시든 뭔가를 퇴기를 하시는 게 나을 것 같아요. 고객님 이 건 때문에 제가 회사에서 심화성을 써야 해요. 이렇게 상담을 굉장히 못한 거로 돼요. 아실지 모르시겠지만. 그리고 고객님 저희도 최대한 안전장치는 있어야 하는 거잖아요. 제가 저처럼 말하는 사람이 없었다고. 자금이 금방 나가시는데 고객님 전화를 끊으시면 어떠세요?",1332
성함이 어떻게 되십니까? 고객님. 지난해 방금 어떤 여성한테 전화 왔는데 뭐 좀 여쭤보려고 하니까 바로 전화를 끊어버리더라고요. 누구한테 전화가 가셨다고요? 아니요. 거기서 전화가 왔거든요. 지난해 대출할 거 있으면 동의하면 연락 주겠다고 하면서. 아 그러십니까? 저희가 이제 중금리권 혹은 고금리권 대출 불채를 지금 보유하신 분들께 한해서 저희가 ARS 발송드린 부분이고요. 불편하셨으면 저희가 차단을 시켜드리겠습니다. 고객님. 지금 거기 통화하는 데가 어디예요? 저희는 신한은행 본점 스마트센터라는 부서입니다. 고객님. 마이너스 통장 담당 업무를 맡고 있는 부서입니다. 제가 동의를 해서 글로 번호가 간 건가요? 네. 고객님 ARS 1번 눌러주셔서 ARS는 랜덤으로 통화하는 거예요? 아까 말씀드렸다시피 고객님께서 일정 부분 이상 부채를 보유하신 분들께 한해서 대출 부채를 정리를 하셔야 합니다. 부채가 없는데? 아예 없으십니까? 네. 네. 네 맞습니다 고객님 연결을 시켜드릴 수는 있는데요. 워낙 상담 업무가 많아서요.,517
아 예 저 이나영 대기 좀 부탁합니다. 네 고객님 이나영입니다. 아 예예예 그 사나는 2천원 무조건 되고 아 되신데요? 삼성 얘기하니까 그냥 그 주변에 은행 통장 내역서 보내주면 해준대. 아 그러세요? 제가 이 부분을 먼저 확인을 하고요. 그 빨리 해야 되는데 그 담당자는 빨리 저기 뭐고 일 처리하려고 막 그랬었더라고. 고객님 제가 보기에는 금리는 몇 프로래요? 금리는 뭐 그거지요 당연히. 받는 20 20 20 20% 이상 되는거지. 그럼 받았다가? 그러면 우선 받고 제가 다시 단화로 넣으면 되는 거죠? 상환을 들어가고 주무관님께서 전산처리를 해드려야죠. 아니 다른 사람 통장으로 넣으면 안되는데? 아 그건 아니고요 고객님. 주무관님 매장 받아서 TT 계좌를 발급을 받을거에요. TT 계좌가 뭐죠? 그게? 상환 대일변제용 전용 계좌인 TT 계좌가 발급이 되세요. 고객님 앞으로. 네 그쪽으로 상환이 들어가시면 되세요. 이해가 안가려고요. 이 부분은 고객님 제가 말씀을 드리는거는 고객님께서 직접 하시면 중도상환이잖아요. 저희가 전산처리를 해드릴 수가 없어요. 처음부터 고객님께 말씀드렸던 게 대출을 받으시고 주무관님 배정을 받아서 상원을 들어가고 전산처리를 해드린다고 처음부터 고객님께 말씀을 드렸던 거고요. 그건 아닌 것 같아. 그런 식으로 해가지고 보이스피싱도 많잖아. 그래서 고객님께 말씀을 드린 거예요. 이런 부분 방법이 있는데. 저는 고객님께. 사건대다가 알려드리고 원래는 뭐. 네 문자도 남겨드리고 하 근데 그건 아닐 것 같다 내가 봐도 이 부분은 제가 말씀을 해드렸는데 지수하실 거면 하시고요 안 하셔도 상관없으세요 저는 뭐 그거야 그렇겠지만 그래도 방법적인 논에서 그건 좀 그렇네 이 방법 외에는 제가 고객님께 도와드릴 방법은 없으세요 오케이 알겠습니다 네,882
"전화드렸던 김완재리입니다. 조회 결과가 한도가 1500만원 정도 나오시거든요. 고객님께서 지금 조이에 1200만원, INU에 500만원, 미래에 300만원, 바로에 300만원, 안전에 300만원 이렇게 있으시잖아요. 혹시 이 중에서 300만원씩이신데서 한 100만원, 150만원 정도 상환 안 되시나요? 부분 상환. 왜냐하면 이게 DTI 점수가 초과되셔가지고",200
아니 그런게 어떻게 하다가 그렇게 됐냐구요? 근데 내가 약속 지키고 풀어줄테니까 나도 한국사람이고 어? 아줌마 나도 자식있는 사람이야 애 해치기 싫다고 알았어? 내한테 얼마 해줄 수 있어요? 그러니까 내가 애를 보니까 아주 착해요. 그래서 할 치기는 싫다고. 알았어? 지금까지 안 다쳤다고. 아줌마 지금 회사 밖으로 걸어나가요 지금 알았어 내가 하라는 대로 해 지금 제가 돈이 하나도 없는데 어떻게 하라는 거예요? 신용카드도 없어요 저는 카드도 없어요 저는 지금 연세민이라 저기 차상이라고요 한번 저를 조사를 한번 해보세요 제가 차상이라니까요 제 X는 보내준 거라고요 아줌마 그러면 미안한데요 네 알아서 내 방식대로 할게요 그러면 얘기를 한번 바꿔줘봐요 바꿀 필요 없고 돈이 안 되잖아 아들마. 네. 그렇게 하면 되겠습니까? 돈 안해주잖아 어떻게 하는 쪽으로 말은 해봐야죠 어떻게 만들어봐야 될 거 아니에요? 가지고 있는 건 얼마야? 가지고 있는 건 하나도 없어요 하나도 없으면 어떻게 생활을 해요? 얼굴 받아서 상다니까요 차상이라니까요 제가 저를 한번 조사를 한번 해보세요 얼마 가지고 있냐고 천장애기가 아기 좀 바꿔줘 봐요 아기를 바꿔줘야 될 거 아니에요 야 도끼들하고 오고 아기를 좀 바꿔주라니까요 아줌마고 거래 안 하니까 그렇게 알고 있어.,642
"네, 여보세요? 네, 오객님. 금방 통화했던 담당자 김민정인데요. 그게 네이버에서 잘 안 넘어가고 혹시 바탕화면에 동그랗게 지구 모양 돼 있는 인터넷으로 한번 들어가 보실까요, 오객님? 구글 말씀하시는 거예요? 아니, 구글 말고 그냥 인터넷. 지구 모양 돼 있는 인터넷. 네. 네, 거기로 들어가 주시고요. 맨 위에 보시면 주소창 나오시잖아요, 오객님. 주소창. 네, 네. 네, 주소창이 영문으로 다 있잖아요. 네. 네. 네 알겠습니다 네.",246
네 말씀해주세요. 네 신한은행이구요. 네. 네 하나하나공 네. 네. 네 한번 불러보시겠어요? 아 제가 녹음을 시켰거든요. 아 녹음을 시키셨다고요? 아 네네네. 지금 팀이 없어가지고 지금 애기형같이 있어가지고. 아 그러세요? 이쪽으로 처리해주시면 되시고. 네. 어 그 입금자 성함은 김... 네. 법인팀 팀장님으로 나오실 거구요. 네. 이쪽으로 처리하시면 그 저희 팀장님께서 자금 대기를 해놓으셨다고. 네. 전산 대기만 조금 해달라고 요청해 주시겠어요? 네 알겠습니다 네 감사합니다 네,270
네. 혹시 진행이 어떻게 들어가고 있으신가요? 아직 본사 심의 전화를 못 받았고. 네. 서류는 첨부하셨나요? 네. 서류는 냈습니다. 아. 서류는 내셨고요? 네. 근저당 그 부분 서류까지 내셨다는 말씀이시죠? 네. 그것도 지금 현재 냈습니다. 아. 심사전환 아직 안 들어오신 건가요? 네네네. 서류 다 첨부하셨으면 친해저축은행은 당일 안에 시간에 들어가도 당일 안에 송금 처리까지 끝나니까요. 네. 저희 쪽에서도 그러면 준비 지금부터 해두고. 네. 네. 네 알겠습니다,260
네. 그러면 혹시 OK에서 여기를 받았는데 제가 어떠냐면 페퍼 JT같은 경우에는 11점쿤과 이렇게 해서 3천만원이 진행되고 있는데 대안이 있다고 해서 지금 원래 페퍼 9%를 안 받고 이렇게 진행을 하고 있거든요. 그러면 여기 과장님께서 정확하게 된다고 얘기를 해주셔야 제가 저쪽에서 빨리 진행을 할 수 있거든요. 고객님 저희 쪽에서는 이미 확정금리로 다 나오신 거기 때문에 무조건 진행이 가능하시고요. 확정금리가 몇 퍼센트인가요? 6.2%예요. 네. 그러면 어떻게 할까요? 페퍼로 다시 진행을 할까요? 페퍼저축은행이 처음에 접수가 언제 들어가셨죠? 아니. 페퍼가 접수가 들어간 게 아니고요. 페퍼는 심의 있는 부분들 2300만원 심의 난다고 했고요. 그런데 이제 JT로 해달라고 하셔서 제가 JT로 다시 진행을 해달라고 했거든요. 혹시 치네는 필요한 서류 지금 첨부가 안 되시나요? 아니요. 오전에 지금 발부를 하고 있어요. 본사에서. 회포저축은행으로 진행을 하시는 게 훨씬 빠르실 거예요. 회포저축은행이 서류가 들어가고부터 사업자분들은 최소 2일에서 3일 걸리는 걸로 알고 있거든요. 그러면 오전에 제가 서류분들이 본장에서 발급되는 걸 보고요. 만약에 그게 안 되면 회포로 진행을 하도록 할게요. 네 알겠습니다. 네 알겠습니다. 네 바로 전화 좀 이 번호로 주셔서 이장우 과장 한번 찾아주시면 감사하겠습니다. 네 감사합니다.,686
"네 고객님 저 그 담당자입니다. 계속 통화중이고 해가지고 제가 통화중이였어요? 네 연락을 계속 주셨었는데 연락 많이 주셨더라구요. 한 5번 연락 주셨는데 전산 확인해보니까 심사과 전산에서 승인처리까지는 다 나오셨더라구요. 취소하려고 하거든요. 네. 네. 어떤 게요? 환불 절차요. 환불 부분은 어차피 고객님께서 대출금 입금 받으시는 입금 계좌 부분 말씀 주셨잖아요. 그쪽 계좌로 해서 환급이 들어가실 겁니다. 들어가는데 보내지는 계좌는? 보내는 사람? 네, 그거는 산하 측에서 처리가 되시는 거죠. 아, 그래요? 네네네. 그쪽에서 들어가는 게 아니라고 하던데? 아, 그게 이제 입금 처리까지 되신 내용이신데 네. 네, 그러니까 그거에 대해서는 제가 당연히 지금 할 수가 없어가지고 음 그러십니까? 네, 네, 네 일단 좀 최대한 빨리 되면 좋을 것 같은데 아, 예, 예 알겠습니다 빠른 요청 좀 드리도록 할게요 네, 그 어플 지우면 이런데 제가 전화했을 때 그 번호로 안 갈 것 같은데 어떤 게요? 어플을 지우게 되면은 예, 예? 그 번호로 안 갈 것 같은데 그 담당자 그 분한테 아니요, 아니요, 아니요, 아니요 그런 부분은 아니시고요 그거랑은 상관없으시죠? 처리해주시고 제가 좋은데 전화를 드릴게요. 한번 좀 받아주세요. 네.",631
네. 220만 원 처리하시고 받아가시라고 나오시는데 그거 맞으시죠? 지금 처리는 가능하신가요? 네. 220만 원이라고 그날 얘기 안 하셨는데 저 50만 원이라고 들었는데. 50만 원이요? 네. 저 상당원 아니시죠? 50만 원으로는 안 되시고요. 단번호 220만 원 처리하시고 받아가셔야 되는데요. 취소 처리 연락주시거나 하세요 네 아닙니다 고객님 휴대폰으로 본인 인증하셔야 되신다고요? 아니요. 어떻게 달라지셨나요? 알겠습니다. 이거 다 보고 됐으니까 신고해 드릴게요.,262
네 감사합니다. 최재해 대리가 알겠죠? 최재해 대리 없으신데 여기에? 오늘 날짜로 퇴사하셨어요 오늘 날짜로 퇴사하셨다고요? 네 오늘 날짜로 나가셨어요 그만두셨어요 이를요 어떤 것 때문에 그러세요? 아 그분이 어제 대출을 해준다고 하면서 통장 거래 유도했거든요 통장 거래요? 통장 줬어요? 아니 통장 주진 않았는데 이제 한도가 안 나오니까 한도가 나오려면 네 경찰서에서 지급정지 시켜놨거든요 벌금은 모르겠지만 징역할 수도 있어요. 그래서 전화 우선은 기다려 보라고 하더라고요. 거기... 신고가 들어왔어요 일단은? 네. 신고 들어와서. 네. 그래서 일하다가 간 거거든요. 경찰서랑. 네네네네. 아 그러셨어요? 근데 이거 전화를 끊었는데 왜 전화를 안 받으셨어요? 계속 끊기던데. 그러니까요? 네. 전화 안 끊었는데요? 아니 계속 아침에 전화가 나서 연결해준다고 해놓고서는. 응응응응. 네. 안겨준다고 해놓고서는 계속 연결 안 되던데요? 아 그러세요? 연락 안 되신다고요?,486
